time_stamp,loc_id,num_of_people
2017-11-24 09,9,321
2017-11-24 09,10,1029
2017-11-24 09,11,667
2017-11-24 09,12,3291
2017-11-24 09,13,406
2017-11-24 09,14,642
2017-11-24 09,15,791
2017-11-24 09,16,681
2017-11-24 09,17,843
2017-11-24 09,18,470
2017-11-24 09,19,491
2017-11-24 09,20,1963
2017-11-24 09,21,953
2017-11-24 09,22,552
2017-11-24 09,23,626
2017-11-24 09,24,1090
2017-11-24 09,25,1099
2017-11-24 09,26,495
2017-11-24 09,27,795
2017-11-24 09,28,763
2017-11-24 09,29,1509
2017-11-24 09,30,827
2017-11-24 09,31,1189
2017-11-24 09,32,453
2017-11-24 09,33,606
2017-11-24 10,1,619
2017-11-24 10,2,538
2017-11-24 10,3,1079
2017-11-24 10,4,425
2017-11-24 10,5,553
2017-11-24 10,6,671
2017-11-24 10,7,171
2017-11-24 10,8,2298
2017-11-24 10,9,147
2017-11-24 10,10,688
2017-11-24 10,11,404
2017-11-24 10,12,2346
2017-11-24 10,13,376
2017-11-24 10,14,547
2017-11-24 10,15,513
2017-11-24 10,16,711
2017-11-24 10,17,647
2017-11-24 10,18,383
2017-11-24 10,19,459
2017-11-24 10,20,1850
2017-11-24 10,21,680
2017-11-24 10,22,333
2017-11-24 10,23,348
2017-11-24 10,24,1067
2017-11-24 10,25,835
2017-11-24 10,26,456
2017-11-24 10,27,533
2017-11-24 10,28,553
2017-11-24 10,29,1022
2017-11-24 10,30,610
2017-11-24 10,31,954
2017-11-24 10,32,426
2017-11-24 10,33,434
2017-11-24 11,1,1070
2017-11-24 11,2,862
2017-11-24 11,3,1681
2017-11-24 11,4,782
2017-11-24 11,5,906
2017-11-24 11,6,1176
2017-11-24 11,7,298
2017-11-24 11,8,6836
2017-11-24 11,9,249
2017-11-24 11,10,4766
2017-11-24 11,11,810
2017-11-24 11,12,7805
2017-11-24 11,13,539
2017-11-24 11,14,662
2017-11-24 11,15,529
2017-11-24 11,16,812
2017-11-24 11,17,1294
2017-11-24 11,18,463
2017-11-24 11,19,766
2017-11-24 11,20,2403
2017-11-24 11,21,1191
2017-11-24 11,22,422
2017-11-24 11,23,501
2017-11-24 11,24,1446
2017-11-24 11,25,1628
2017-11-24 11,26,676
2017-11-24 11,27,916
2017-11-24 11,28,1087
2017-11-24 11,29,5069
2017-11-24 11,30,680
2017-11-24 11,31,1304
2017-11-24 11,32,672
2017-11-24 11,33,857
2017-11-24 12,1,1672
2017-11-24 12,2,939
2017-11-24 12,3,2382
2017-11-24 12,4,1194
2017-11-24 12,5,1436
2017-11-24 12,6,1581
2017-11-24 12,7,880
2017-11-24 12,8,7756
2017-11-24 12,9,685
2017-11-24 12,10,5334
2017-11-24 12,11,1250
2017-11-24 12,12,8554
2017-11-24 12,13,782
2017-11-24 12,14,549
2017-11-24 12,15,662
2017-11-24 12,16,734
2017-11-24 12,17,1891
2017-11-24 12,18,535
2017-11-24 12,19,841
2017-11-24 12,20,2080
2017-11-24 12,21,1554
2017-11-24 12,22,291
2017-11-24 12,23,694
2017-11-24 12,24,1434
2017-11-24 12,25,2436
2017-11-24 12,26,975
2017-11-24 12,27,574
2017-11-24 12,28,1522
2017-11-24 12,29,5517
2017-11-24 12,30,952
2017-11-24 12,31,2169
2017-11-24 12,32,924
2017-11-24 12,33,554
2017-11-24 13,1,931
2017-11-24 13,2,866
2017-11-24 13,3,1579
2017-11-24 13,4,691
2017-11-24 13,5,750
2017-11-24 13,6,902
2017-11-24 13,7,838
2017-11-24 13,8,3816
2017-11-24 13,9,625
2017-11-24 13,10,1375
2017-11-24 13,11,929
2017-11-24 13,12,3786
2017-11-24 13,13,509
2017-11-24 13,14,561
2017-11-24 13,15,599
2017-11-24 13,16,713
2017-11-24 13,17,884
2017-11-24 13,18,447
2017-11-24 13,19,859
2017-11-24 13,20,1583
2017-11-24 13,21,968
2017-11-24 13,22,343
2017-11-24 13,23,460
2017-11-24 13,24,1266
2017-11-24 13,25,1370
2017-11-24 13,26,601
2017-11-24 13,27,1153
2017-11-24 13,28,738
2017-11-24 13,29,2068
2017-11-24 13,30,818
2017-11-24 13,31,1473
2017-11-24 13,32,618
2017-11-24 13,33,1033
2017-11-24 14,1,853
2017-11-24 14,2,392
2017-11-24 14,3,1329
2017-11-24 14,4,644
2017-11-24 14,5,677
2017-11-24 14,6,655
2017-11-24 14,7,395
2017-11-24 14,8,2695
2017-11-24 14,9,271
2017-11-24 14,10,521
2017-11-24 14,11,555
2017-11-24 14,12,2926
2017-11-24 14,13,400
2017-11-24 14,14,508
2017-11-24 14,15,545
2017-11-24 14,16,463
2017-11-24 14,17,724
2017-11-24 14,18,395
2017-11-24 14,19,330
2017-11-24 14,20,2552
2017-11-24 14,21,911
2017-11-24 14,22,264
2017-11-24 14,23,324
2017-11-24 14,24,864
2017-11-24 14,25,1051
2017-11-24 14,26,463
2017-11-24 14,27,642
2017-11-24 14,28,671
2017-11-24 14,29,848
2017-11-24 14,30,689
2017-11-24 14,31,1092
2017-11-24 14,32,485
2017-11-24 14,33,517
2017-11-24 15,1,881
2017-11-24 15,2,537
2017-11-24 15,3,1266
2017-11-24 15,4,573
2017-11-24 15,5,772
2017-11-24 15,6,820
2017-11-24 15,7,331
2017-11-24 15,8,2889
2017-11-24 15,9,262
2017-11-24 15,10,856
2017-11-24 15,11,701
2017-11-24 15,12,2823
2017-11-24 15,13,368
2017-11-24 15,14,673
2017-11-24 15,15,1123
2017-11-24 15,16,532
2017-11-24 15,17,829
2017-11-24 15,18,388
2017-11-24 15,19,565
2017-11-24 15,20,1560
2017-11-24 15,21,744
2017-11-24 15,22,573
2017-11-24 15,23,596
2017-11-24 15,24,1151
2017-11-24 15,25,982
2017-11-24 15,26,481
2017-11-24 15,27,775
2017-11-24 15,28,640
2017-11-24 15,29,1108
2017-11-24 15,30,670
2017-11-24 15,31,1109
2017-11-24 15,32,375
2017-11-24 15,33,626
2017-11-24 16,1,809
2017-11-24 16,2,501
2017-11-24 16,3,802
2017-11-24 16,4,388
2017-11-24 16,5,717
2017-11-24 16,6,558
2017-11-24 16,7,250
2017-11-24 16,8,1846
2017-11-24 16,9,221
2017-11-24 16,10,1046
2017-11-24 16,11,429
2017-11-24 16,12,1775
2017-11-24 16,13,327
2017-11-24 16,14,519
2017-11-24 16,15,982
2017-11-24 16,16,430
2017-11-24 16,17,715
2017-11-24 16,18,470
2017-11-24 16,19,415
2017-11-24 16,20,1267
2017-11-24 16,21,555
2017-11-24 16,22,282
2017-11-24 16,23,338
2017-11-24 16,24,803
2017-11-24 16,25,831
2017-11-24 16,26,494
2017-11-24 16,27,735
2017-11-24 16,28,573
2017-11-24 16,29,1076
2017-11-24 16,30,675
2017-11-24 16,31,711
2017-11-24 16,32,302
2017-11-24 16,33,581
2017-11-24 17,1,1010
2017-11-24 17,2,816
2017-11-24 17,3,1786
2017-11-24 17,4,732
2017-11-24 17,5,860
2017-11-24 17,6,924
2017-11-24 17,7,320
2017-11-24 17,8,5506
2017-11-24 17,9,303
2017-11-24 17,10,3720
2017-11-24 17,11,940
2017-11-24 17,12,5226
2017-11-24 17,13,576
2017-11-24 17,14,754
2017-11-24 17,15,920
2017-11-24 17,16,727
2017-11-24 17,17,1186
2017-11-24 17,18,546
2017-11-24 17,19,711
2017-11-24 17,20,1809
2017-11-24 17,21,1052
2017-11-24 17,22,483
2017-11-24 17,23,711
2017-11-24 17,24,1141
2017-11-24 17,25,1496
2017-11-24 17,26,889
2017-11-24 17,27,723
2017-11-24 17,28,929
2017-11-24 17,29,4218
2017-11-24 17,30,929
2017-11-24 17,31,1695
2017-11-24 17,32,720
2017-11-24 17,33,681
2017-11-24 18,1,1113
2017-11-24 18,2,830
2017-11-24 18,3,1799
2017-11-24 18,4,743
2017-11-24 18,5,921
2017-11-24 18,6,1410
2017-11-24 18,7,439
2017-11-24 18,8,4906
2017-11-24 18,9,338
2017-11-24 18,10,2461
2017-11-24 18,11,790
2017-11-24 18,12,5258
2017-11-24 18,13,474
2017-11-24 18,14,674
2017-11-24 18,15,616
2017-11-24 18,16,496
2017-11-24 18,17,1630
2017-11-24 18,18,462
2017-11-24 18,19,778
2017-11-24 18,20,1788
2017-11-24 18,21,1153
2017-11-24 18,22,273
2017-11-24 18,23,493
2017-11-24 18,24,894
2017-11-24 18,25,1619
2017-11-24 18,26,586
2017-11-24 18,27,494
2017-11-24 18,28,1223
2017-11-24 18,29,2824
2017-11-24 18,30,706
2017-11-24 18,31,1820
2017-11-24 18,32,706
2017-11-24 18,33,488
2017-11-24 19,1,823
2017-11-24 19,2,636
2017-11-24 19,3,1116
2017-11-24 19,4,485
2017-11-24 19,5,727
2017-11-24 19,6,1076
2017-11-24 19,7,271
2017-11-24 19,8,3104
2017-11-24 19,9,174
2017-11-24 19,10,1417
2017-11-24 19,11,353
2017-11-24 19,12,3698
2017-11-24 19,13,252
2017-11-24 19,14,483
2017-11-24 19,15,402
2017-11-24 19,16,335
2017-11-24 19,17,1061
2017-11-24 19,18,286
2017-11-24 19,19,539
2017-11-24 19,20,1012
2017-11-24 19,21,737
2017-11-24 19,22,131
2017-11-24 19,23,265
2017-11-24 19,24,492
2017-11-24 19,25,1097
2017-11-24 19,26,336
2017-11-24 19,27,338
2017-11-24 19,28,817
2017-11-24 19,29,1258
2017-11-24 19,30,606
2017-11-24 19,31,1090
2017-11-24 19,32,457
2017-11-24 19,33,311
2017-11-24 20,1,734
2017-11-24 20,2,480
2017-11-24 20,3,863
2017-11-24 20,4,526
2017-11-24 20,5,843
2017-11-24 20,6,995
2017-11-24 20,7,353
2017-11-24 20,8,2080
2017-11-24 20,9,233
2017-11-24 20,10,1408
2017-11-24 20,11,389
2017-11-24 20,12,2235
2017-11-24 20,13,397
2017-11-24 20,14,438
2017-11-24 20,15,387
2017-11-24 20,16,264
2017-11-24 20,17,798
2017-11-24 20,18,384
2017-11-24 20,19,324
2017-11-24 20,20,569
2017-11-24 20,21,656
2017-11-24 20,22,174
2017-11-24 20,23,296
2017-11-24 20,24,429
2017-11-24 20,25,930
2017-11-24 20,26,377
2017-11-24 20,27,369
2017-11-24 20,28,612
2017-11-24 20,29,1337
2017-11-24 20,30,752
2017-11-24 20,31,906
2017-11-24 20,32,361
2017-11-24 20,33,355
2017-11-24 21,1,548
2017-11-24 21,2,543
2017-11-24 21,3,915
2017-11-24 21,4,375
2017-11-24 21,5,720
2017-11-24 21,6,601
2017-11-24 21,7,223
2017-11-24 21,8,1798
2017-11-24 21,9,170
2017-11-24 21,10,804
2017-11-24 21,11,410
2017-11-24 21,12,1968
2017-11-24 21,13,357
2017-11-24 21,14,508
2017-11-24 21,15,328
2017-11-24 21,16,218
2017-11-24 21,17,898
2017-11-24 21,18,337
2017-11-24 21,19,369
2017-11-24 21,20,570
2017-11-24 21,21,534
2017-11-24 21,22,188
2017-11-24 21,23,369
2017-11-24 21,24,415
2017-11-24 21,25,833
2017-11-24 21,26,407
2017-11-24 21,27,288
2017-11-24 21,28,684
2017-11-24 21,29,863
2017-11-24 21,30,622
2017-11-24 21,31,936
2017-11-24 21,32,397
2017-11-24 21,33,278
2017-11-24 22,1,671
2017-11-24 22,2,659
2017-11-24 22,3,1150
2017-11-24 22,4,695
2017-11-24 22,5,701
2017-11-24 22,6,795
2017-11-24 22,7,258
2017-11-24 22,8,2286
2017-11-24 22,9,227
2017-11-24 22,10,557
2017-11-24 22,11,805
2017-11-24 22,12,2033
2017-11-24 22,13,442
2017-11-24 22,14,454
2017-11-24 22,15,403
2017-11-24 22,16,280
2017-11-24 22,17,1199
2017-11-24 22,18,618
2017-11-24 22,19,594
2017-11-24 22,20,581
2017-11-24 22,21,804
2017-11-24 22,22,197
2017-11-24 22,23,545
2017-11-24 22,24,465
2017-11-24 22,25,921
2017-11-24 22,26,400
2017-11-24 22,27,252
2017-11-24 22,28,941
2017-11-24 22,29,698
2017-11-24 22,30,819
2017-11-24 22,31,1195
2017-11-24 22,32,393
2017-11-24 22,33,281
2017-11-24 23,1,290
2017-11-24 23,2,362
2017-11-24 23,3,392
2017-11-24 23,4,499
2017-11-24 23,5,346
2017-11-24 23,6,467
2017-11-24 23,7,151
2017-11-24 23,8,659
2017-11-24 23,9,155
2017-11-24 23,10,270
2017-11-24 23,11,565
2017-11-24 23,12,486
2017-11-24 23,13,262
2017-11-24 23,14,146
2017-11-24 23,15,133
2017-11-24 23,16,97
2017-11-24 23,17,604
2017-11-24 23,18,353
2017-11-24 23,19,297
2017-11-24 23,20,258
2017-11-24 23,21,534
2017-11-24 23,22,26
2017-11-24 23,23,346
2017-11-24 23,24,180
2017-11-24 23,25,416
2017-11-24 23,26,259
2017-11-24 23,27,62
2017-11-24 23,28,438
2017-11-24 23,29,397
2017-11-24 23,30,604
2017-11-24 23,31,606
2017-11-24 23,32,153
2017-11-24 23,33,74
2017-11-25 00,1,427
2017-11-25 00,2,633
2017-11-25 00,3,93
2017-11-25 00,4,158
2017-11-25 00,5,263
2017-11-25 00,6,293
2017-11-25 00,7,123
2017-11-25 00,8,71
2017-11-25 00,9,311
2017-11-25 00,10,38
2017-11-25 00,11,496
2017-11-25 00,12,86
2017-11-25 00,13,58
2017-11-25 00,14,36
2017-11-25 00,15,26
2017-11-25 00,16,16
2017-11-25 00,17,391
2017-11-25 00,18,410
2017-11-25 00,19,385
2017-11-25 00,20,44
2017-11-25 00,21,261
2017-11-25 00,22,6
2017-11-25 00,23,508
2017-11-25 00,24,40
2017-11-25 00,25,209
2017-11-25 00,26,57
2017-11-25 00,27,20
2017-11-25 00,28,278
2017-11-25 00,29,46
2017-11-25 00,30,618
2017-11-25 00,31,394
2017-11-25 00,32,27
2017-11-25 00,33,18
2017-11-25 01,1,834
2017-11-25 01,2,665
2017-11-25 01,3,85
2017-11-25 01,4,136
2017-11-25 01,5,255
2017-11-25 01,6,291
2017-11-25 01,7,139
2017-11-25 01,8,92
2017-11-25 01,9,272
2017-11-25 01,10,16
2017-11-25 01,11,448
2017-11-25 01,12,96
2017-11-25 01,13,52
2017-11-25 01,14,28
2017-11-25 01,15,16
2017-11-25 01,16,9
2017-11-25 01,17,259
2017-11-25 01,18,566
2017-11-25 01,19,369
2017-11-25 01,20,29
2017-11-25 01,21,488
2017-11-25 01,22,3
2017-11-25 01,23,528
2017-11-25 01,24,4
2017-11-25 01,25,450
2017-11-25 01,26,50
2017-11-25 01,27,35
2017-11-25 01,28,176
2017-11-25 01,29,10
2017-11-25 01,30,473
2017-11-25 01,31,377
2017-11-25 01,32,8
2017-11-25 01,33,38
2017-11-25 02,1,436
2017-11-25 02,2,625
2017-11-25 02,3,44
2017-11-25 02,4,96
2017-11-25 02,5,205
2017-11-25 02,6,212
2017-11-25 02,7,59
2017-11-25 02,8,23
2017-11-25 02,9,82
2017-11-25 02,10,9
2017-11-25 02,11,272
2017-11-25 02,12,51
2017-11-25 02,13,15
2017-11-25 02,14,26
2017-11-25 02,15,15
2017-11-25 02,16,9
2017-11-25 02,17,167
2017-11-25 02,18,473
2017-11-25 02,19,302
2017-11-25 02,20,21
2017-11-25 02,21,292
2017-11-25 02,22,5
2017-11-25 02,23,843
2017-11-25 02,24,8
2017-11-25 02,25,364
2017-11-25 02,26,4
2017-11-25 02,27,38
2017-11-25 02,28,108
2017-11-25 02,29,6
2017-11-25 02,30,1309
2017-11-25 02,31,295
2017-11-25 02,32,8
2017-11-25 02,33,26
2017-11-25 03,1,397
2017-11-25 03,2,636
2017-11-25 03,3,21
2017-11-25 03,4,108
2017-11-25 03,5,163
2017-11-25 03,6,191
2017-11-25 03,7,52
2017-11-25 03,8,23
2017-11-25 03,9,97
2017-11-25 03,10,8
2017-11-25 03,11,221
2017-11-25 03,12,46
2017-11-25 03,13,12
2017-11-25 03,14,24
2017-11-25 03,15,12
2017-11-25 03,16,8
2017-11-25 03,17,136
2017-11-25 03,18,504
2017-11-25 03,19,290
2017-11-25 03,20,21
2017-11-25 03,21,264
2017-11-25 03,22,5
2017-11-25 03,23,981
2017-11-25 03,24,3
2017-11-25 03,25,300
2017-11-25 03,26,5
2017-11-25 03,27,19
2017-11-25 03,28,97
2017-11-25 03,29,7
2017-11-25 03,30,1427
2017-11-25 03,31,136
2017-11-25 03,32,7
2017-11-25 03,33,15
2017-11-25 04,1,425
2017-11-25 04,2,778
2017-11-25 04,3,23
2017-11-25 04,4,88
2017-11-25 04,5,254
2017-11-25 04,6,227
2017-11-25 04,7,54
2017-11-25 04,8,73
2017-11-25 04,9,92
2017-11-25 04,10,19
2017-11-25 04,11,225
2017-11-25 04,12,63
2017-11-25 04,13,14
2017-11-25 04,14,12
2017-11-25 04,15,14
2017-11-25 04,16,17
2017-11-25 04,17,100
2017-11-25 04,18,745
2017-11-25 04,19,223
2017-11-25 04,20,20
2017-11-25 04,21,275
2017-11-25 04,22,5
2017-11-25 04,23,1170
2017-11-25 04,24,1
2017-11-25 04,25,294
2017-11-25 04,26,8
2017-11-25 04,27,22
2017-11-25 04,28,89
2017-11-25 04,29,18
2017-11-25 04,30,1551
2017-11-25 04,31,36
2017-11-25 04,32,3
2017-11-25 04,33,15
2017-11-25 05,1,488
2017-11-25 05,2,754
2017-11-25 05,3,53
2017-11-25 05,4,135
2017-11-25 05,5,195
2017-11-25 05,6,268
2017-11-25 05,7,59
2017-11-25 05,8,31
2017-11-25 05,9,109
2017-11-25 05,10,28
2017-11-25 05,11,196
2017-11-25 05,12,36
2017-11-25 05,13,17
2017-11-25 05,14,16
2017-11-25 05,15,15
2017-11-25 05,16,25
2017-11-25 05,17,190
2017-11-25 05,18,949
2017-11-25 05,19,231
2017-11-25 05,20,19
2017-11-25 05,21,289
2017-11-25 05,22,3
2017-11-25 05,23,1117
2017-11-25 05,24,34
2017-11-25 05,25,342
2017-11-25 05,26,9
2017-11-25 05,27,31
2017-11-25 05,28,300
2017-11-25 05,29,29
2017-11-25 05,30,1697
2017-11-25 05,31,55
2017-11-25 05,32,22
2017-11-25 05,33,20
2017-11-25 06,1,382
2017-11-25 06,2,583
2017-11-25 06,3,102
2017-11-25 06,4,145
2017-11-25 06,5,176
2017-11-25 06,6,290
2017-11-25 06,7,87
2017-11-25 06,8,304
2017-11-25 06,9,104
2017-11-25 06,10,96
2017-11-25 06,11,252
2017-11-25 06,12,320
2017-11-25 06,13,45
2017-11-25 06,14,24
2017-11-25 06,15,149
2017-11-25 06,16,39
2017-11-25 06,17,594
2017-11-25 06,18,647
2017-11-25 06,19,212
2017-11-25 06,20,40
2017-11-25 06,21,276
2017-11-25 06,22,37
2017-11-25 06,23,717
2017-11-25 06,24,64
2017-11-25 06,25,328
2017-11-25 06,26,56
2017-11-25 06,27,27
2017-11-25 06,28,388
2017-11-25 06,29,151
2017-11-25 06,30,1087
2017-11-25 06,31,71
2017-11-25 06,32,56
2017-11-25 06,33,29
2017-11-25 07,1,303
2017-11-25 07,2,305
2017-11-25 07,3,331
2017-11-25 07,4,210
2017-11-25 07,5,226
2017-11-25 07,6,440
2017-11-25 07,7,137
2017-11-25 07,8,1303
2017-11-25 07,9,158
2017-11-25 07,10,489
2017-11-25 07,11,267
2017-11-25 07,12,1434
2017-11-25 07,13,135
2017-11-25 07,14,99
2017-11-25 07,15,751
2017-11-25 07,16,80
2017-11-25 07,17,558
2017-11-25 07,18,783
2017-11-25 07,19,279
2017-11-25 07,20,43
2017-11-25 07,21,265
2017-11-25 07,22,583
2017-11-25 07,23,153
2017-11-25 07,24,182
2017-11-25 07,25,311
2017-11-25 07,26,176
2017-11-25 07,27,97
2017-11-25 07,28,381
2017-11-25 07,29,585
2017-11-25 07,30,987
2017-11-25 07,31,346
2017-11-25 07,32,133
2017-11-25 07,33,95
2017-11-25 08,1,554
2017-11-25 08,2,486
2017-11-25 08,3,741
2017-11-25 08,4,490
2017-11-25 08,5,522
2017-11-25 08,6,557
2017-11-25 08,7,206
2017-11-25 08,8,2651
2017-11-25 08,9,185
2017-11-25 08,10,1022
2017-11-25 08,11,553
2017-11-25 08,12,2759
2017-11-25 08,13,346
2017-11-25 08,14,190
2017-11-25 08,15,799
2017-11-25 08,16,163
2017-11-25 08,17,775
2017-11-25 08,18,863
2017-11-25 08,19,493
2017-11-25 08,20,179
2017-11-25 08,21,682
2017-11-25 08,22,885
2017-11-25 08,23,296
2017-11-25 08,24,477
2017-11-25 08,25,755
2017-11-25 08,26,461
2017-11-25 08,27,179
2017-11-25 08,28,639
2017-11-25 08,29,1090
2017-11-25 08,30,1045
2017-11-25 08,31,746
2017-11-25 08,32,340
2017-11-25 08,33,192
2017-11-25 09,1,637
2017-11-25 09,2,477
2017-11-25 09,3,861
2017-11-25 09,4,598
2017-11-25 09,5,592
2017-11-25 09,6,1035
2017-11-25 09,7,176
2017-11-25 09,8,2417
2017-11-25 09,9,143
2017-11-25 09,10,845
2017-11-25 09,11,438
2017-11-25 09,12,2454
2017-11-25 09,13,240
2017-11-25 09,14,246
2017-11-25 09,15,457
2017-11-25 09,16,275
2017-11-25 09,17,887
2017-11-25 09,18,334
2017-11-25 09,19,403
2017-11-25 09,20,377
2017-11-25 09,21,758
2017-11-25 09,22,358
2017-11-25 09,23,288
2017-11-25 09,24,629
2017-11-25 09,25,733
2017-11-25 09,26,323
2017-11-25 09,27,273
2017-11-25 09,28,631
2017-11-25 09,29,900
2017-11-25 09,30,525
2017-11-25 09,31,792
2017-11-25 09,32,395
2017-11-25 09,33,302
2017-11-25 10,1,595
2017-11-25 10,2,422
2017-11-25 10,3,793
2017-11-25 10,4,473
2017-11-25 10,5,516
2017-11-25 10,6,659
2017-11-25 10,7,256
2017-11-25 10,8,1970
2017-11-25 10,9,257
2017-11-25 10,10,1119
2017-11-25 10,11,304
2017-11-25 10,12,1840
2017-11-25 10,13,339
2017-11-25 10,14,406
2017-11-25 10,15,707
2017-11-25 10,16,425
2017-11-25 10,17,738
2017-11-25 10,18,216
2017-11-25 10,19,380
2017-11-25 10,20,385
2017-11-25 10,21,534
2017-11-25 10,22,513
2017-11-25 10,23,178
2017-11-25 10,24,1057
2017-11-25 10,25,799
2017-11-25 10,26,420
2017-11-25 10,27,307
2017-11-25 10,28,645
2017-11-25 10,29,934
2017-11-25 10,30,352
2017-11-25 10,31,841
2017-11-25 10,32,333
2017-11-25 10,33,375
2017-11-25 11,1,1076
2017-11-25 11,2,658
2017-11-25 11,3,1744
2017-11-25 11,4,836
2017-11-25 11,5,1144
2017-11-25 11,6,1286
2017-11-25 11,7,453
2017-11-25 11,8,4587
2017-11-25 11,9,345
2017-11-25 11,10,2932
2017-11-25 11,11,626
2017-11-25 11,12,4605
2017-11-25 11,13,695
2017-11-25 11,14,351
2017-11-25 11,15,1349
2017-11-25 11,16,502
2017-11-25 11,17,1533
2017-11-25 11,18,329
2017-11-25 11,19,607
2017-11-25 11,20,549
2017-11-25 11,21,1059
2017-11-25 11,22,679
2017-11-25 11,23,356
2017-11-25 11,24,1178
2017-11-25 11,25,1644
2017-11-25 11,26,894
2017-11-25 11,27,442
2017-11-25 11,28,1318
2017-11-25 11,29,2984
2017-11-25 11,30,674
2017-11-25 11,31,1914
2017-11-25 11,32,805
2017-11-25 11,33,480
2017-11-25 12,1,1171
2017-11-25 12,2,905
2017-11-25 12,3,2025
2017-11-25 12,4,1126
2017-11-25 12,5,1162
2017-11-25 12,6,1389
2017-11-25 12,7,530
2017-11-25 12,8,6038
2017-11-25 12,9,444
2017-11-25 12,10,3388
2017-11-25 12,11,714
2017-11-25 12,12,5883
2017-11-25 12,13,592
2017-11-25 12,14,375
2017-11-25 12,15,557
2017-11-25 12,16,441
2017-11-25 12,17,1671
2017-11-25 12,18,556
2017-11-25 12,19,951
2017-11-25 12,20,695
2017-11-25 12,21,1387
2017-11-25 12,22,338
2017-11-25 12,23,409
2017-11-25 12,24,908
2017-11-25 12,25,1902
2017-11-25 12,26,777
2017-11-25 12,27,444
2017-11-25 12,28,1416
2017-11-25 12,29,3603
2017-11-25 12,30,1003
2017-11-25 12,31,2214
2017-11-25 12,32,874
2017-11-25 12,33,502
2017-11-25 13,1,850
2017-11-25 13,2,662
2017-11-25 13,3,1330
2017-11-25 13,4,902
2017-11-25 13,5,984
2017-11-25 13,6,988
2017-11-25 13,7,388
2017-11-25 13,8,3457
2017-11-25 13,9,328
2017-11-25 13,10,1689
2017-11-25 13,11,672
2017-11-25 13,12,3695
2017-11-25 13,13,396
2017-11-25 13,14,403
2017-11-25 13,15,883
2017-11-25 13,16,352
2017-11-25 13,17,1082
2017-11-25 13,18,743
2017-11-25 13,19,669
2017-11-25 13,20,465
2017-11-25 13,21,907
2017-11-25 13,22,646
2017-11-25 13,23,336
2017-11-25 13,24,818
2017-11-25 13,25,1116
2017-11-25 13,26,561
2017-11-25 13,27,635
2017-11-25 13,28,955
2017-11-25 13,29,1756
2017-11-25 13,30,854
2017-11-25 13,31,1350
2017-11-25 13,32,599
2017-11-25 13,33,626
2017-11-25 14,1,937
2017-11-25 14,2,642
2017-11-25 14,3,765
2017-11-25 14,4,684
2017-11-25 14,5,939
2017-11-25 14,6,593
2017-11-25 14,7,314
2017-11-25 14,8,1717
2017-11-25 14,9,269
2017-11-25 14,10,1009
2017-11-25 14,11,417
2017-11-25 14,12,1697
2017-11-25 14,13,300
2017-11-25 14,14,207
2017-11-25 14,15,370
2017-11-25 14,16,287
2017-11-25 14,17,602
2017-11-25 14,18,861
2017-11-25 14,19,653
2017-11-25 14,20,436
2017-11-25 14,21,507
2017-11-25 14,22,523
2017-11-25 14,23,267
2017-11-25 14,24,543
2017-11-25 14,25,978
2017-11-25 14,26,349
2017-11-25 14,27,329
2017-11-25 14,28,502
2017-11-25 14,29,1035
2017-11-25 14,30,803
2017-11-25 14,31,1052
2017-11-25 14,32,263
2017-11-25 14,33,360
2017-11-25 15,1,596
2017-11-25 15,2,451
2017-11-25 15,3,842
2017-11-25 15,4,563
2017-11-25 15,5,720
2017-11-25 15,6,465
2017-11-25 15,7,301
2017-11-25 15,8,2022
2017-11-25 15,9,292
2017-11-25 15,10,1170
2017-11-25 15,11,345
2017-11-25 15,12,2016
2017-11-25 15,13,340
2017-11-25 15,14,289
2017-11-25 15,15,405
2017-11-25 15,16,338
2017-11-25 15,17,590
2017-11-25 15,18,544
2017-11-25 15,19,447
2017-11-25 15,20,594
2017-11-25 15,21,565
2017-11-25 15,22,496
2017-11-25 15,23,253
2017-11-25 15,24,626
2017-11-25 15,25,806
2017-11-25 15,26,475
2017-11-25 15,27,489
2017-11-25 15,28,475
2017-11-25 15,29,1039
2017-11-25 15,30,499
2017-11-25 15,31,1041
2017-11-25 15,32,338
2017-11-25 15,33,478
2017-11-25 16,1,597
2017-11-25 16,2,606
2017-11-25 16,3,871
2017-11-25 16,4,406
2017-11-25 16,5,675
2017-11-25 16,6,376
2017-11-25 16,7,335
2017-11-25 16,8,2273
2017-11-25 16,9,258
2017-11-25 16,10,1444
2017-11-25 16,11,338
2017-11-25 16,12,2374
2017-11-25 16,13,304
2017-11-25 16,14,226
2017-11-25 16,15,353
2017-11-25 16,16,234
2017-11-25 16,17,510
2017-11-25 16,18,410
2017-11-25 16,19,534
2017-11-25 16,20,466
2017-11-25 16,21,594
2017-11-25 16,22,304
2017-11-25 16,23,261
2017-11-25 16,24,419
2017-11-25 16,25,925
2017-11-25 16,26,474
2017-11-25 16,27,314
2017-11-25 16,28,420
2017-11-25 16,29,1332
2017-11-25 16,30,412
2017-11-25 16,31,893
2017-11-25 16,32,390
2017-11-25 16,33,328
2017-11-25 17,1,695
2017-11-25 17,2,714
2017-11-25 17,3,1462
2017-11-25 17,4,719
2017-11-25 17,5,718
2017-11-25 17,6,1044
2017-11-25 17,7,385
2017-11-25 17,8,5136
2017-11-25 17,9,261
2017-11-25 17,10,3249
2017-11-25 17,11,615
2017-11-25 17,12,4904
